filename,clause_text
NDA-Seeed.pdf,"The failure to enforce or to require the performance at any time of any of the provisions of this Agreement will not be construed to be a waiver of such provision, and will not affect either the validity of this Agreement or any part hereof or the right of any Party thereafter to enforce each and every provision in accordance with the terms of this Agreement."
NDA-Seeed.pdf,"IN WITNESS WHEREOF, the Parties hereto have caused this Agreement to be executed by their duly authorized representatives."
NDA-Seeed.pdf,________________________(“Customer”)
NDA-Seeed.pdf,Seeed Development Limited
NDA-Seeed.pdf,Signed by: Signed by:
NDA-Seeed.pdf,Title: Title:
NDA-SqillerBetaTesters.pdf,MUTUAL NON-DISCLOSURE AGREEMENT
NDA-SqillerBetaTesters.pdf,This Mutual Non-Disclosure Agreement (“Agreement”) is entered into by and between
NDA-SqillerBetaTesters.pdf,Teqball Holding S.à r.l.
NDA-SqillerBetaTesters.pdf,44
NDA-SqillerBetaTesters.pdf,"Avenue J. F. Kennedy, L-1855 Luxembourg, Grand Duchy of Luxembourg"
NDA-SqillerBetaTesters.pdf,Luxembourg Trade and Companies Register
NDA-SqillerBetaTesters.pdf,"N° B 191.050,"
NDA-SqillerBetaTesters.pdf,"acting on its own behalf and/or on behalf of its Group Companies, and"
NDA-SqillerBetaTesters.pdf,"You (the person accessing this document and/or any of Teqball Holding’s Confidential Information),"
NDA-SqillerBetaTesters.pdf,"hereinafter referred to jointly as the “Parties”, and individually as a “Party”."
NDA-SqillerBetaTesters.pdf,1. Purpose
NDA-SqillerBetaTesters.pdf,"The Parties are contemplating, negotiating, executing or have already entered into one or more agreements relating to testing computer software between the Parties, which may lead to the exchange of information that they wish to protect and whose use they wish to limit through this Agreement (the “Purpose”)."
NDA-SqillerBetaTesters.pdf,2. Definitions
NDA-SqillerBetaTesters.pdf,"1.1. “Authorized Persons” means a person or entity that a Party or a Party’s Group Company authorizes to access the Confidential Information for the Purpose, and who is bound by confidentiality terms at least as protective of the Confidential Information as this Agreement."
NDA-SqillerBetaTesters.pdf,"1.2. “Confidential Information” means information related to a Party, its Group Companies, its Authorized Persons, this Agreement or any agreement to which this Agreement is annexed or upon which this Agreement’s Purpose is based, that a Party receives or accesses, except information that"
NDA-SqillerBetaTesters.pdf,"(i) is or falls into the public domain without fault of the Receiving Party,"
NDA-SqillerBetaTesters.pdf,"(ii) the Receiving Party can prove was in its possession without any obligation of confidentiality prior to receipt from the Disclosing Party,"
NDA-SqillerBetaTesters.pdf,"(iii) is independently developed by the Receiving Party, or"
NDA-SqillerBetaTesters.pdf,(iv) is obtained by the Receiving Party from third parties without any obligation of confidentiality to the Disclosing Party.
NDA-SqillerBetaTesters.pdf,1.3. “Disclosing Party” means the Party to which Confidential Information accessed or disclosed relates.
NDA-SqillerBetaTesters.pdf,1.4. “Effective Date” means the date of execution of this Agreement by you.
NDA-SqillerBetaTesters.pdf,1.5. “Expiration Date” means 1 year from the Effective Date.
NDA-SqillerBetaTesters.pdf,1.6. “Group Companies” means a Party’s ultimate holding company and any company that holding company owns (through 50% or more of the issued share capital) or controls (through the ability to appoint 50% or more of the officers).
NDA-SqillerBetaTesters.pdf,"With respect to Teqball Holding, Group Companies shall also include International Federation of Teqball (Fédération Internationale de Teqball, an association registered in Switzerland at the Registre du Commerce du Canton de Vaud under n° CHE-327.306.031, having its registered address at 7 chemin de Beau-Rivage, c/o Ametis Conseils SA, 1006 Lausanne, Switzerland) and its Group Companies, and I. Budapest TEQBALL Sportegyesület (an association registered in Hungary at the Fővárosi Törvényszék under n° 01-02-0015920, having its registered address at 1042 Budapest, József Attila utca 18. fszt. 23.) and its Group Companies."
NDA-SqillerBetaTesters.pdf,1.7. “Receiving Party” means the Party receiving or accessing Confidential Information.
NDA-SqillerBetaTesters.pdf,2. Contracting Principles
NDA-SqillerBetaTesters.pdf,2.1. No Warranties.
NDA-SqillerBetaTesters.pdf,All Confidential Information furnished under this Agreement is provided AS IS.
NDA-SqillerBetaTesters.pdf,"Neither Party makes any warranties, express or implied, for example, regarding the accuracy, completeness, merchantability, fitness for use, or non-infringing nature of its Confidential Information."
NDA-SqillerBetaTesters.pdf,2.2. Governing Law and Venue.
NDA-SqillerBetaTesters.pdf,"All aspects of this Agreement, all matters arising from it, including disputes or lawsuits, and the relationship of the Parties relating to this Agreement, are governed by the laws of Luxembourg, and its courts shall have exclusive jurisdiction thereover."
NDA-SqillerBetaTesters.pdf,"Nevertheless, each Party recognizes that a breach of confidentiality may cause irreparable harm to the other and that actual damages may be difficult to ascertain or inadequate in such cases."
NDA-SqillerBetaTesters.pdf,"Each Party shall thus have the right to enforce this Agreement by injunction, specific performance, or other equitable relief, without a requirement to prove actual damages and without prejudice to any other rights and remedies that they may have otherwise."
NDA-SqillerBetaTesters.pdf,2.3. Entire Agreement.
NDA-SqillerBetaTesters.pdf,This Agreement constitutes the entire agreement between the Parties with respect to the Purpose and supersedes any prior understanding or agreements thereon.
NDA-SqillerBetaTesters.pdf,3. Non-disclosure and Non-use Obligations
NDA-SqillerBetaTesters.pdf,3.1. Ownership of Confidential Information.
NDA-SqillerBetaTesters.pdf,All Confidential Information of a Party is and shall remain the property of that Party.
NDA-SqillerBetaTesters.pdf,"Nothing contained in this Agreement shall be construed as granting or conferring any rights to any Confidential Information of a Disclosing Party, or to any intellectual property contained therein."
NDA-SqillerBetaTesters.pdf,3.2. Exchange of Confidential Information.
NDA-SqillerBetaTesters.pdf,"Confidential Information may be exchanged by the Parties from the Effective Date until the Expiration Date, or, if the agreement(s) underpinning the Purpose have been entered into before the Expiration Date, then Confidential Information may be exchanged until the obligations in such agreement(s) are still in effect."
NDA-SqillerBetaTesters.pdf,3.3. Authorized Use. Confidential Information shall be used exclusively for
NDA-SqillerBetaTesters.pdf,"(i) discussions and/or negotiations,"
NDA-SqillerBetaTesters.pdf,"(ii) performance and/or enforcement,"
NDA-SqillerBetaTesters.pdf,"(iii) termination and/or disputes, of or relating to the Purpose, and shall not be used for any other purpose."
NDA-SqillerBetaTesters.pdf,3.4. Non-disclosure.
NDA-SqillerBetaTesters.pdf,"Each Party shall hold the other Party’s Confidential Information in strictest confidence and shall not disclose the other Party’s Confidential Information to any third party, except to the Receiving Party’s own Authorized Persons on a need-to-know basis."
